DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,440,2.345,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.312,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,440,959,2.113,0.00,0.00,0.00,0.0,0
1152,1024,128,1600,959,1375,1.625,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.273,0.00,0.00,0.00,0.0,0
1536,1152,35,3308,1375,1983,3.011,0.00,0.00,0.00,0.0,0
1536,1408,128,3308,1983,2617,1.922,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,2.187,0.00,0.00,0.00,0.0,0
2688,1536,0,5768,2617,3460,4.616,0.00,0.00,0.01,0.0,0
2688,2432,256,5768,3460,4512,3.101,0.00,0.00,0.00,0.0,1
2688,2688,255,5768,4512,5755,3.418,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.518,0.00,0.00,0.00,0.0,0
5376,2687,0,11888,5755,7132,9.501,0.00,0.00,0.01,0.0,0
5376,4800,576,11888,7132,9027,6.242,0.00,0.00,0.01,0.0,1
5376,5376,576,11888,9027,11747,6.221,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,6.053,0.00,0.00,0.01,0.0,0
10880,5376,401,23976,11747,14383,14.216,0.02,0.00,0.02,0.02,0
10880,9728,1151,23976,14383,18402,12.184,0.00,0.00,0.01,0.0,1
10880,10879,1151,23976,18402,23923,11.967,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,11.607,0.00,0.00,0.01,0.0,0
21888,10879,1066,48396,23923,29036,24.764,0.03,0.00,0.02,0.03,0
21888,19520,2367,48396,29036,40991,31.609,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,36.843,0.03,0.00,0.04,0.03,0
45440,21887,2357,100820,40991,60491,47.678,0.05,0.00,0.05,0.05,0
45440,40448,4992,100820,60491,95921,64.372,0.05,0.02,0.06,0.07,1
0,0,0,0,0,0,73.162,0.05,0.03,0.07,0.08,0
102400,45440,1078,227348,95921,136407,132.374,0.12,0.00,0.13,0.12,0
102400,91072,11327,227348,136407,216125,151.791,0.08,0.05,0.15,0.13,1
0,0,0,0,0,0,171.360,0.14,0.02,0.17,0.16,0
230464,102399,11275,512036,216125,307220,254.290,0.27,0.00,0.26,0.27,0
230464,204864,25599,512036,307220,486459,345.245,0.30,0.05,0.35,0.35,1
0,0,0,0,0,0,399.748,0.30,0.09,0.40,0.39,0
518592,230463,25526,1152276,486459,691363,555.709,0.55,0.00,0.56,0.55,0
518592,460992,57599,1152276,691363,1094728,798.910,0.59,0.19,0.80,0.78,1
0,0,0,0,0,0,745.471,0.62,0.12,0.75,0.74,0
1126080,518591,57490,2502336,1094728,1501399,1190.199,1.17,0.00,1.19,1.17,0
1126080,1000960,125120,2502336,1501399,2377210,1763.824,1.50,0.25,1.76,1.75,1
0,0,0,0,0,0,1749.082,1.38,0.33,1.75,1.71,0
2533696,1126080,30874,5630300,2377210,3378179,3440.576,3.45,0.00,3.44,3.45,0
2533696,2252224,281471,5630300,3378179,5348902,4025.824,3.52,0.52,4.03,4.04,1
0,0,0,0,0,0,3998.062,3.31,0.61,4.00,3.92,0
4823040,2533695,281323,10717888,5348902,7601247,6470.571,6.39,0.00,6.47,6.39,0
0,0,0,0,0,0,11708.216,7.58,2.14,11.71,9.72,0
4823040,4177238,1001131,10717888,7601247,10717887,67460.486,8.84,22.73,67.46,31.57,0
4823040,4823039,4823020,10717888,10717887,10717887,60790.076,11.52,22.02,60.79,33.54,0
4823040,4823039,4429823,10717888,10717887,10717887,55421.282,14.61,21.05,55.42,35.66,0
4823040,4823039,4823039,10717888,10717887,10717887,78303.853,9.81,30.84,78.31,40.65,0
4823040,4823039,4823035,10717888,10717887,10717887,144081.054,11.70,51.11,144.08,62.81,0
4823040,4823039,4823039,10717888,10717887,10717887,63304.475,11.55,26.08,63.31,37.629999999999995,0
4823040,4823039,4823039,10717888,10717887,10717887,76128.219,11.42,29.47,76.13,40.89,0
4823040,4823039,4823039,10717888,10717888,10717888,77856.420,10.62,31.02,77.86,41.64,0
4823040,4823039,4823038,10717888,10717888,10717887,117845.760,12.92,54.16,117.85,67.08,0
4823040,4823039,4823038,10717888,10717887,10717887,79196.641,10.48,34.92,79.20,45.400000000000006,0
