DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,1.617,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.342,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,439,959,1.969,0.00,0.00,0.00,0.0,0
1152,1024,127,1600,959,1375,1.799,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.240,0.00,0.00,0.00,0.0,0
1536,1151,35,3308,1375,1983,2.925,0.00,0.00,0.00,0.0,0
1536,1408,127,3308,1983,2617,1.889,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,2.393,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3459,5.378,0.00,0.00,0.01,0.0,0
2688,2432,255,5768,3459,4512,3.089,0.00,0.00,0.00,0.0,1
2688,2687,255,5768,4512,5755,3.471,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.755,0.00,0.00,0.00,0.0,0
5376,2687,0,11888,5755,7132,11.170,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,6.233,0.00,0.00,0.01,0.0,1
5376,5375,576,11888,9027,11746,8.034,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,7.088,0.00,0.00,0.01,0.0,0
10880,5376,387,23976,11746,14383,16.597,0.02,0.00,0.02,0.02,0
10880,9728,1151,23976,14383,18415,12.456,0.00,0.00,0.01,0.0,1
10880,10879,1151,23976,18415,23936,13.537,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,11.630,0.00,0.00,0.01,0.0,0
21888,10879,1080,48396,23936,29035,24.220,0.03,0.00,0.02,0.03,0
21888,18427,2368,48396,29035,43096,33.850,0.03,0.00,0.03,0.03,1
0,0,0,0,0,0,37.924,0.02,0.02,0.04,0.04,0
47040,21888,2350,104340,43096,62603,50.291,0.03,0.00,0.05,0.03,0
47040,41856,5183,104340,62603,99251,67.781,0.03,0.02,0.07,0.05,1
0,0,0,0,0,0,78.180,0.06,0.00,0.08,0.06,0
105920,47039,1341,235136,99251,141079,139.942,0.16,0.00,0.14,0.16,0
105920,94208,11711,235136,141079,223545,174.429,0.12,0.02,0.17,0.13999999999999999,1
0,0,0,0,0,0,193.843,0.14,0.05,0.19,0.19,0
238464,105919,11602,529716,223545,317827,262.051,0.25,0.00,0.26,0.25,0
238464,212032,26431,529716,317827,503401,362.302,0.33,0.03,0.36,0.36,1
0,0,0,0,0,0,403.353,0.34,0.05,0.40,0.39,0
518400,216079,26276,1151980,503401,691187,799.275,0.45,0.00,0.80,0.45,0
518400,460800,57600,1151980,691187,1094359,851.115,0.73,0.02,0.85,0.75,1
0,0,0,0,0,0,871.230,0.58,0.17,0.87,0.75,0
1126912,518400,57548,2504080,1094359,1502447,1321.192,1.20,0.00,1.32,1.2,0
1126912,1001728,125184,2504080,1502447,2378963,1807.693,1.61,0.16,1.81,1.77,1
0,0,0,0,0,0,1745.591,1.39,0.34,1.75,1.73,0
2181120,1126912,30945,4846976,2378963,3380691,3487.446,3.42,0.00,3.49,3.42,0
0,0,0,0,0,0,3681.744,3.16,0.44,3.68,3.6,0
2181120,1938816,472496,4846976,3380691,4846976,4732.228,4.70,0.00,4.73,4.7,0
2181120,2181119,2181100,4846976,4846976,4846976,5645.406,5.64,0.00,5.65,5.64,0
2181120,2181119,2181119,4846976,4846976,4846976,5305.242,5.28,0.00,5.31,5.28,0
2181120,2181119,2050043,4846976,4846976,4846975,6807.638,6.77,0.00,6.81,6.77,0
2181120,2181119,2181119,4846976,4846975,4846975,5449.815,5.34,0.00,5.45,5.34,0
2181120,2181119,2181119,4846976,4846975,4846975,5418.162,5.38,0.00,5.42,5.38,0
2181120,2181119,2181119,4846976,4846975,4846975,5407.256,5.41,0.00,5.41,5.41,0
2181120,2181119,2181118,4846976,4846975,4846975,6824.215,6.80,0.00,6.82,6.8,0
2181120,2181119,2181119,4846976,4846975,4846975,5524.369,5.45,0.00,5.53,5.45,0
